Transaction_ID,Customer_Name,Customer_Email,Transaction_Amount,Transaction_Date,Merchant_Name,Merchant_Email,Merchant_Location,Card_Number,Card_Expiry,Card_CVV,IP_Address,Device_Type,Transaction_Type,Fraudulent
135c42ba-124d-4b96-8e70-d7f73d288a56,Laura Anderson,xvalencia@example.org,685.38,17-01-2024,Reynolds Inc,wendybrown@gallegos.com,Croatia,4.25763E+18,Feb-32,902,100.131.49.46,Mobile,Online,1
ef3a9c63-4962-4c52-ba7f-e415a0d10eee,Jason Powell,douglas91@example.net,997.85,11-01-2024,Tucker LLC,vacosta@brown-guerrero.org,Mali,2.13152E+14,Feb-27,288,21.106.198.145,Desktop,In-store,1
5cc0fdbc-1417-4f5e-b9bb-47614ec97208,Stephen Gonzales,hmartinez@example.net,348.49,11-02-2024,Wilkinson-Price,ssmith@fisher.com,France,3.80789E+13,Dec-33,719,75.212.251.99,Mobile,Online,0
4a08259a-4bfc-4393-9a49-3f124591f5ba,Patricia Lynch,garciagail@example.com,696.42,24-02-2024,Moore-Thomas,catherinewilson@ortiz.net,Zimbabwe,2.72077E+15,Dec-28,55,31.159.93.94,Desktop,Online,0
7860fb3a-6d87-4dee-b373-30d3a5f935c3,Scott Klein Jr.,yjohnson@example.net,768.63,31-01-2024,Hart-Wilson,fitzpatrickdanielle@nguyen.com,Gambia,3.57687E+15,Dec-24,257,7.110.212.34,Tablet,Online,0
0ae37dc9-3bbd-49cf-a269-0cd3986a1088,Calvin Schmidt,hfields@example.com,816.85,09-02-2024,Hernandez-Sims,rebecca74@ritter-payne.com,Trinidad and Tobago,2.13179E+14,Jul-33,7600,220.105.44.126,Desktop,In-store,1
d7c903e4-d70e-476e-b149-2d70adcd8915,Susan Hess,sarahbaker@example.com,968.58,22-01-2024,Grant-Holden,robert31@jackson-jackson.biz,Tunisia,3.79527E+14,Dec-28,848,23.239.242.19,Desktop,Online,0
7ed65f76-e8fd-477f-a4f9-5b4e72255288,Cassidy Turner,johnsongary@example.net,257.65,01-01-2024,Harrison LLC,mikehawkins@baldwin.com,Saint Pierre and Miquelon,2.26767E+15,Jul-30,558,71.186.236.179,Desktop,In-store,0
9fa0803d-de6d-432b-98f9-619d4a0057d7,Michael Allen,brendamathis@example.org,396.29,07-02-2024,"Charles, Tanner and Garcia",terrynicole@alvarez.org,Uruguay,4.01939E+15,Feb-30,975,153.189.8.153,Mobile,In-store,1
a3919879-ae0d-4225-8a9e-4e92b603ceac,Wesley Harris,walshjoel@example.org,347.08,25-01-2024,"Gardner, Campbell and Cooper",morganwallace@barton-dickerson.com,Swaziland,6.76119E+11,Nov-29,5085,11.240.215.94,Desktop,In-store,1
cde5f930-20f3-4fe7-b940-4faf5088f879,Janice Moore,matthew42@example.net,90.46,01-03-2024,"Schwartz, Ford and Henson",rodrigueztiffany@hart.org,Saint Barthelemy,4.15477E+15,Jul-25,504,174.126.209.253,Desktop,In-store,1
7200662b-2833-4ae1-a786-bb6985286795,Jimmy Orr,xthompson@example.com,561.81,23-02-2024,"Horton, Smith and Marshall",floresmartha@osborne-harrison.info,Turks and Caicos Islands,4.19116E+12,Oct-24,737,110.238.46.97,Mobile,In-store,1
46ba54ad-9278-4110-91d9-b714b31e7dfa,Brian Adams,salazarmary@example.com,955,01-02-2024,Joseph PLC,matthew14@johnson-johnson.com,Antigua and Barbuda,2.45325E+15,Oct-28,621,34.55.210.26,Mobile,Online,1
7c1303e9-04ff-443d-a19c-fd0a24932232,Kathleen Snyder,cristiansmith@example.org,206.54,08-01-2024,Smith-Jordan,wilsonnancy@foster-kim.org,Cocos (Keeling) Islands,6.52148E+15,Jul-29,233,4.245.134.243,Tablet,In-store,0
71f86eca-945c-4477-b2cc-274931b202ca,Charles Rodgers,rogerssamuel@example.net,104.45,31-01-2024,"Griffin, Russell and Hernandez",dustin66@ford.com,Somalia,1.80034E+14,Jun-28,446,38.103.249.101,Mobile,In-store,1
cbf79779-b599-4ec7-bd7b-ca4f8c831f02,Kimberly Williams,sandrawilliams@example.com,439.74,27-01-2024,"Summers, Smith and Roberts",jennabaker@green.org,Cuba,2.71207E+15,Feb-30,620,87.210.116.176,Tablet,Online,1
b993a5a6-4118-4dae-b4fc-2e80bffc8036,Dr. Brian Avila,roberttorres@example.com,990.65,28-02-2024,Zamora-Flores,qmason@kelley.org,Holy See (Vatican City State),6.57496E+15,Dec-25,1016,186.72.109.125,Mobile,In-store,0
dba44b28-afbf-4a6c-92a8-68d6aade1f9b,Matthew Cameron,vhall@example.com,78.57,23-02-2024,Johnson-Roman,christinevillegas@travis-cook.info,Sudan,4.86363E+12,Jun-25,445,98.20.201.71,Desktop,Online,0
4b97b8be-2e32-41e9-8a09-ab9bf46877a4,Olivia Bryant,willisanthony@example.com,214.72,26-02-2024,"Sherman, Freeman and Nelson",kristenwalter@klein.com,Liechtenstein,4.12697E+12,Jan-27,982,75.147.110.207,Desktop,In-store,0
c27788f2-1817-4a8c-b00b-de5c2438e143,Jennifer Randall,fjackson@example.net,788.18,31-01-2024,Nunez and Sons,drandolph@gardner.com,Guinea-Bissau,2.13169E+14,Mar-28,766,82.168.105.72,Desktop,Online,0
1ba3ba39-34ae-4e13-8a7e-11ff860aaff0,Shelby Webster,melissahensley@example.org,824.98,17-02-2024,"Foster, Perez and Henry",meghan77@cohen-bryant.info,Australia,4.8194E+12,Feb-31,324,112.209.40.36,Mobile,In-store,1
3b160ca5-82a4-4b77-9a70-2440534fc121,Thomas Hendrix,uvega@example.com,361.26,29-02-2024,Flores Group,rossedward@brown.com,Luxembourg,4.0498E+15,Mar-29,281,123.83.129.135,Desktop,Online,0
a67b3f45-f12b-4f9d-ab8b-e1cdc6065e0e,Summer Gentry,dixonjoy@example.org,507.14,29-02-2024,Bullock-Whitney,frandall@west-erickson.biz,Palau,2.13171E+14,Jun-29,400,166.173.35.77,Desktop,In-store,1
d6f38989-eff2-4d64-b4f2-9b10efdc0cba,Kim Ramirez,collinslinda@example.net,508.57,29-02-2024,"Watson, Williams and Jenkins",elizabethcox@bernard.biz,Solomon Islands,3.57631E+15,Mar-33,1075,157.254.53.132,Mobile,In-store,1
f7ac7035-e4f2-422d-b633-b61b7f50db68,Leslie Acosta,garypratt@example.com,493.17,03-03-2024,"Hobbs, Lopez and Meyer",mary83@smith.org,French Southern Territories,3.45398E+14,Apr-29,517,91.178.160.82,Tablet,In-store,1
fea67c31-9279-4255-8dbc-15186b5f0572,Christian Nelson,hurleyallison@example.com,516.69,12-01-2024,"Moss, Erickson and Garrett",amber67@harris-williams.org,Iran,3.46323E+14,Feb-30,888,115.110.75.0,Mobile,Online,0
86bedec8-6967-494d-b816-4f5cad624046,Wesley Mason,ubutler@example.org,679.88,24-01-2024,Shelton-Simpson,griffithclaudia@stewart-english.net,Thailand,4.78167E+12,May-31,639,2.52.46.194,Tablet,Online,1
9dd578a1-205e-490b-b535-fb3c820cdf88,Debra Baker,bonillamercedes@example.com,495.86,16-01-2024,Dorsey Ltd,roger98@colon-hansen.com,Saint Vincent and the Grenadines,4.22009E+15,Jan-34,854,70.185.54.250,Desktop,Online,1
b8453fba-7345-44b8-a122-29dedbec8f3c,Joseph Perez,karencampbell@example.net,572.09,19-02-2024,Moore Inc,laurie83@fleming.com,Uzbekistan,4.45198E+12,Mar-27,341,21.126.24.117,Mobile,In-store,0
f166043b-4123-4024-b197-d09482b5bee9,Nicolas Ewing,greendebra@example.net,52.04,05-03-2024,Phillips LLC,palmerlaura@brown.biz,Qatar,5.13301E+15,Apr-24,2794,31.88.38.134,Mobile,Online,1
b15ca39f-7270-4200-9685-fe331c5fb298,Becky Navarro,ilarson@example.org,707.08,18-01-2024,Cervantes-West,brightkarla@gomez.com,Suriname,2.13144E+14,Jul-27,219,219.120.188.199,Tablet,In-store,1
97f047d9-b70f-4d41-8dcd-4aa2b6beabdd,Carol Haynes,grodriguez@example.net,469.41,20-01-2024,Ramos LLC,murphycharles@stanley-reid.net,Faroe Islands,3.58481E+15,Feb-25,582,206.195.127.185,Tablet,In-store,1
41121ede-42ae-4756-821a-d10b750e0f32,Julie Church,riverapamela@example.net,270.84,14-02-2024,Miller-Boyle,keith81@garrett.com,Netherlands Antilles,3.05743E+13,Dec-32,36,3.22.34.137,Mobile,Online,1
859453fb-d793-4df7-ac43-ca00a936262e,Ronald Craig,fgreene@example.net,526.7,04-01-2024,"Morgan, Brown and Walker",nelsonandrew@jackson.com,Saint Kitts and Nevis,6.53917E+15,Oct-33,941,35.10.5.45,Desktop,In-store,1
a330f4a9-9edf-4520-91a5-292271fa7771,Robert Hensley,melissa95@example.net,250.49,27-01-2024,Barnes-Graves,griffithdavid@myers.com,Myanmar,4.02888E+18,Dec-25,899,151.123.8.236,Desktop,In-store,0
dde2d226-6d72-457e-a673-14ec0c1bab9f,Joyce Klein,rick08@example.com,642.02,19-01-2024,"Carpenter, Bishop and Hess",coleashley@gomez.net,Gambia,3.05996E+13,Aug-27,9192,95.127.67.89,Tablet,In-store,1
b91e3ee1-b6de-4772-a950-74a89f68e083,Robert Vincent,kwilson@example.com,562.57,24-02-2024,Bryant-Rodriguez,thomas82@klein.biz,Japan,6.76148E+11,Jan-29,432,10.254.233.19,Tablet,Online,1
b8857d18-325d-40eb-a3ad-c9f2563c6c93,Mark Jones,taylorfox@example.com,466.13,05-01-2024,Gonzalez PLC,uday@hicks.biz,Sudan,3.02883E+13,Dec-25,705,214.240.211.77,Tablet,In-store,1
b03df62a-334f-40e3-9098-1ef975ec4ab2,Michael Daniels,patricia05@example.com,588.17,05-03-2024,"Humphrey, Gibson and Cohen",marilyn38@moran-benton.com,Saint Vincent and the Grenadines,6.01185E+15,Jul-30,452,27.94.2.196,Desktop,Online,1
eb60a02c-547e-4218-80eb-63c59659830a,Mrs. Cheyenne Perez,wpayne@example.org,895.03,26-01-2024,Lynch-Smith,gibsonkatherine@clayton-best.com,Ecuador,4.54488E+15,May-28,602,124.223.68.234,Mobile,Online,1
b457cd36-e70f-4855-992a-3025a13a809f,Daniel Johnson,riverstamara@example.net,326.97,07-02-2024,Allen-Mcintyre,denise17@baldwin.com,Isle of Man,4.92438E+15,Nov-31,388,146.172.254.41,Desktop,Online,0
721e5c7c-df5c-47ae-8f0d-888b696290be,Natasha Obrien,eileencaldwell@example.com,880.62,01-01-2024,Mason-Nelson,reedwillie@smith.net,Kenya,3.75467E+14,Nov-32,669,222.91.8.110,Mobile,In-store,0
fcc2263a-cc97-4478-9903-6dffddb8be48,Stephanie Torres,meyerjohn@example.org,598.26,04-02-2024,Perez Group,jose79@graham-hill.com,Samoa,1.80042E+14,Jul-27,134,23.153.150.37,Mobile,In-store,1
673139cd-beb8-4c94-81f4-5d27df07492e,Courtney Hood,tflores@example.org,243.56,02-01-2024,"Wilkerson, Burnett and Stone",tmoore@harris.org,Liechtenstein,4.89637E+12,Nov-24,738,188.208.111.171,Desktop,In-store,1
ccb260ba-65a2-41dc-9004-ad0298910e82,Jason Hill,megan67@example.com,184.7,18-02-2024,"Ellis, Stewart and Myers",fordchristopher@carrillo-thomas.org,Guyana,2.13195E+14,Nov-29,901,160.251.98.127,Desktop,Online,1
b600a3fa-0eaf-49db-94f3-300a35badc2a,Katelyn Osborne,carterbryan@example.net,298.88,10-02-2024,Davis-Wilson,sanchezmichael@collins-lindsey.com,Timor-Leste,3.44121E+14,Jul-30,787,86.239.185.194,Mobile,In-store,0
c97f7824-3d74-460c-9697-e21a462039ba,Mark Harper,dhumphrey@example.net,234.42,05-01-2024,Jones and Sons,murphykristy@wilkerson.com,Oman,3.55738E+15,Apr-28,376,147.152.197.119,Mobile,In-store,1
e1364ccb-601b-486a-804c-af07a9fc2920,Steve Holmes,brandon77@example.org,851.47,29-01-2024,"Murphy, Rogers and Avila",reedemily@li.com,Kuwait,3.46836E+14,Dec-24,387,138.252.6.72,Desktop,Online,0
809914a5-62a2-452c-a860-5fd9db78849e,Kelsey Downs,lmckenzie@example.org,617.91,04-01-2024,Hawkins-Nolan,diana71@gilbert.net,Estonia,4.69831E+12,Jun-26,100,157.58.54.146,Tablet,In-store,0
d603b198-a4c4-4766-a4ec-a65c065c6de2,Tracey Mills,kathryn83@example.org,886.03,26-01-2024,Bailey-Harvey,holtchristopher@torres.biz,Falkland Islands (Malvinas),2.13145E+14,Mar-33,284,81.250.166.89,Tablet,In-store,0
752f6380-26ca-49eb-b1f2-af8b5cc80fc8,Paul King,rhunt@example.org,124.83,23-01-2024,"Greene, Reed and Fitzgerald",vgutierrez@smith-phillips.net,Cambodia,4.81787E+15,Mar-31,4289,37.160.58.145,Tablet,In-store,0
b3900735-604f-4e5b-9778-7cd96c485ecc,David Rodriguez,thall@example.com,497.24,13-02-2024,"Armstrong, Castillo and Gibbs",bradleygoodman@smith.com,Australia,2.28773E+15,May-31,402,22.168.223.38,Tablet,In-store,1
c43a8a73-1aa0-4634-bc3b-a36181baeb52,Evan Spencer,cameron63@example.org,137.22,06-02-2024,Livingston-Luna,laurie40@sullivan-butler.com,Nicaragua,3.52628E+15,Feb-29,387,103.218.189.137,Desktop,Online,0
e7cb666c-a33a-461b-b3fd-bd9e27fa4868,Tammy Knight,christopher20@example.org,289.21,22-02-2024,"Adams, Tran and Charles",jessica27@smith.com,Croatia,6.58505E+15,Nov-29,764,32.156.118.161,Desktop,In-store,0
671fda2e-a561-4080-be9c-e6903069fff4,Debbie Turner,betty91@example.org,403.69,06-01-2024,"Webb, Baker and Wiley",dtaylor@flores.com,Japan,4.60431E+12,Feb-33,347,117.62.21.134,Mobile,In-store,1
0a94835b-da5e-4b6d-8653-25f23f2e7284,Bryan Patterson,webbelizabeth@example.com,973.83,08-01-2024,"Norton, Mcbride and Lopez",davidweber@castaneda.org,Chad,3.43405E+14,Jan-25,345,214.229.219.206,Desktop,Online,1
0d82c0db-9406-41e2-8221-81bc690be0ed,Edward Shelton,poolejasmine@example.org,266.99,22-01-2024,Mason-Gregory,brendavaldez@reyes.biz,Sri Lanka,4.38634E+12,Apr-31,710,119.140.102.126,Mobile,In-store,1
4ad3b8b8-7952-4681-bcde-643f1dab9c63,Heather Burns,kennethtaylor@example.net,131.95,16-01-2024,Williams and Sons,heathermoore@stuart-richardson.net,Philippines,4.03292E+15,Feb-27,247,59.255.129.187,Mobile,In-store,0
356ef045-7bc8-4143-8885-7cae82251627,Jennifer Hall,lritter@example.org,256.91,13-01-2024,"Phillips, Reyes and Jones",xyoung@pitts-barber.com,Wallis and Futuna,6.76119E+11,Mar-34,695,133.40.134.81,Desktop,Online,1
43005642-86d9-43cc-b178-419d3d04b6d0,Monica Morris,sweeneyjustin@example.net,728.51,04-03-2024,Waters-Estrada,jasonolson@james.com,Yemen,2.13117E+14,May-29,684,57.30.32.169,Tablet,In-store,1
fc14d9b9-b97c-40df-9ca8-fa90a9ba6ee5,Anna Washington,stewarttyler@example.net,124.98,22-02-2024,Strong PLC,robert87@anderson-payne.com,Venezuela,5.17828E+15,May-30,247,201.110.118.11,Mobile,Online,1
c1ef2524-1044-466e-8fab-078f0e85f781,Nicholas Ramos,bstein@example.com,799.91,23-02-2024,Thompson-Johnston,franceshardin@murphy-patel.com,Mauritania,4.71596E+18,Sep-32,962,113.202.227.248,Mobile,In-store,1
d47f5422-b0e9-43e2-b6b6-76b97dadcb65,Sharon Phillips,kjones@example.net,906.01,03-02-2024,"Tran, Franklin and Barnes",dsuarez@costa.com,United Arab Emirates,3.70613E+14,Jan-27,126,160.243.63.112,Desktop,In-store,0
c1babf74-faa3-46d4-908a-b7dd55e27649,Christy Rodgers,ihenry@example.org,797.35,01-02-2024,Boyd-Lyons,nelsonangela@roy.com,Wallis and Futuna,1.80002E+14,Jul-27,605,192.46.149.34,Tablet,In-store,1
f0c7fec5-995d-4c1d-9482-5b16ee93098f,Amanda Montgomery,brandon87@example.com,506.91,24-02-2024,Rivera LLC,larry32@mann-jordan.com,Guam,5.21797E+15,Mar-25,484,214.1.88.71,Tablet,In-store,1
fc8ae944-fdec-4a97-b35a-b97391ec80b7,Carrie Hanson,morgancharles@example.org,646.51,20-01-2024,"Rasmussen, Clark and Holmes",tkramer@ramirez.info,New Zealand,4.32903E+18,Jul-31,772,68.205.204.30,Tablet,Online,0
166b2bf6-3df8-4460-9dbc-4672802e1a79,Suzanne Andrews,catherinefaulkner@example.net,379.68,13-01-2024,Miller-Lyons,chungtaylor@turner.com,Korea,4.44985E+15,Nov-28,876,52.228.52.111,Tablet,In-store,1
026db081-dd9a-416b-971c-3b9f20bdf61b,Jennifer Roach,stanleycarr@example.org,758.62,16-02-2024,Jacobs-Thomas,boltonlaurie@bryant-mahoney.net,Sudan,3.04064E+13,Nov-26,518,77.91.205.59,Desktop,In-store,1
dcb87d85-bc8b-4da6-8073-e4adbe0fbbcd,Angie Garcia,ycaldwell@example.net,158.63,23-01-2024,"Kennedy, Ramsey and Branch",whitemark@smith.net,Fiji,6.01193E+15,Mar-26,10,154.129.51.60,Mobile,In-store,0
86971e12-86d2-4713-aa64-3e237094a2e2,Ana Kramer,steven94@example.com,212.43,02-03-2024,Mendoza-Todd,eric44@flores.biz,Andorra,6.39006E+11,Aug-25,386,57.66.213.14,Tablet,In-store,0
c1e9ba0a-e0a0-4e33-bbf3-11f00cb7702e,Mary Singh,dalerowe@example.com,478.7,24-02-2024,"Kelley, Scott and Ward",djohnson@shaw.biz,Haiti,6.01192E+15,Nov-31,406,72.180.70.228,Mobile,In-store,0
c67c8e44-1c63-4bc9-a83d-44fc7a867f6c,Melanie Lopez,syoung@example.net,106.81,19-01-2024,Smith PLC,aliciabates@jacobs-fuentes.info,Svalbard & Jan Mayen Islands,4.54374E+12,Jul-26,445,135.131.189.24,Desktop,In-store,1
87ed4a42-acd7-466b-a3a9-93960d868947,Robert Miller,zcobb@example.com,988.66,03-02-2024,Mckay and Sons,kathylogan@butler-elliott.com,Pitcairn Islands,5.34724E+15,Jul-24,399,132.152.249.255,Desktop,In-store,0
f1a861aa-a218-4371-8162-4c302ede54a7,Amy Donaldson,paul37@example.net,904.26,16-02-2024,"Phillips, Riley and Stephens",robertlang@giles.com,Netherlands Antilles,3.02419E+13,Aug-25,839,26.98.44.101,Tablet,Online,0
b6e0d2ef-3ec6-4d30-8912-6827f480d8ad,Tiffany Garcia,crystal42@example.org,509.13,01-01-2024,Bowers and Sons,tinakelley@campbell-rivera.com,Svalbard & Jan Mayen Islands,4.42755E+18,Dec-29,563,168.11.83.22,Tablet,Online,0
eeddda74-71cf-4742-a4cb-493b84b867a2,Susan Schmidt,diazlisa@example.com,125.07,02-03-2024,Williams-Smith,whitakerblake@williams.com,Qatar,4.21664E+15,Sep-30,628,223.17.254.248,Mobile,Online,0
fcffa188-d079-4c44-b15a-3750b4164bcc,Carolyn Hubbard,judy90@example.org,400.02,21-01-2024,Zimmerman-Mason,daleboyd@barton.com,Lao People's Democratic Republic,4.50294E+12,Nov-32,682,22.193.215.252,Desktop,Online,0
ed0c8f29-7a1d-44fd-ab5b-4173c81d4896,Erica Ortega,alvaradomichelle@example.net,375.32,08-01-2024,Woodard-Trevino,mary44@gonzalez.com,Honduras,2.13167E+14,Jan-34,880,24.23.123.8,Mobile,Online,1
b1a35600-7692-49ab-b978-add36e77abc9,Mercedes Walsh,monica12@example.com,329.36,23-01-2024,"Price, Fry and Hansen",rebeccamiles@walker-grant.com,Bangladesh,6.56745E+15,Jun-29,441,201.84.170.129,Mobile,In-store,1
ae828e8d-fe53-4890-87d0-5b83507ad997,Taylor Padilla,scottwoodward@example.org,14.46,13-02-2024,Novak-Johnson,ianallen@hart-barrera.com,Chad,4.95691E+15,Jan-27,793,22.123.75.191,Mobile,Online,0
04a4c249-1778-4942-96e7-3d4313f2103d,Christina Anderson,yedwards@example.com,732.33,18-02-2024,"Cooper, Beck and Murray",moraleskimberly@freeman-hampton.com,Mauritania,2.24713E+15,Jan-31,647,79.100.133.44,Desktop,In-store,1
bac71ff2-90a6-418b-ac10-3a40f615f6f4,Robert Bird,joelkeith@example.com,836.28,13-01-2024,Kirby Inc,idudley@contreras.net,Reunion,4.03332E+15,Apr-33,421,161.202.62.171,Tablet,Online,0
c0eb54d3-b145-4892-b7e6-e237527f0014,Kathleen Franklin,shelley40@example.net,277.23,25-01-2024,Garcia-Brewer,nathaniel05@mcfarland-barron.net,Albania,4.45259E+15,Sep-28,892,11.5.13.101,Mobile,In-store,0
62cbf034-fabb-43bd-9795-7c1d4b393ca9,Justin Peterson,armstrongamy@example.net,455.66,26-01-2024,Taylor-Miller,kristin58@matthews-harrington.com,Samoa,4.98323E+12,Dec-24,821,89.155.168.130,Desktop,In-store,1
acd18467-8f22-498d-8a38-a0916832e1c0,Mrs. Amy Miller MD,peterdavies@example.com,382.65,22-02-2024,Hardy Group,blackrobert@ryan-mills.biz,Sweden,3.03614E+13,Mar-32,651,186.195.37.246,Tablet,Online,0
a470d474-f704-45fa-b718-a2c088561b4b,Susan Edwards,samantha93@example.net,286.62,13-02-2024,"Perry, Gomez and Aguilar",marybartlett@miller-williams.info,Guatemala,4.15642E+15,Jul-26,971,13.138.139.176,Tablet,In-store,0
9d66a8b8-dcc4-4148-aea1-ed9de7d8bd50,Robert Harris,mary66@example.org,934.49,25-01-2024,Gross LLC,amanda74@white.biz,Aruba,3.40026E+14,Apr-26,199,13.93.134.97,Tablet,Online,0
8ff8638c-53e5-45f6-931d-e612247cad3c,Glenn Avery,qlopez@example.org,439.72,21-01-2024,Wang Group,singhbianca@phillips.net,Namibia,4.93697E+15,May-30,563,27.132.169.251,Mobile,In-store,0
2d955516-082b-4c90-97b7-2f1f9119684b,Kenneth Green,bryantkatrina@example.net,808.54,03-03-2024,Hicks-Howard,jillian84@kennedy.com,Antigua and Barbuda,4.33014E+18,Jan-33,773,16.41.244.222,Desktop,Online,0
d35abdac-259a-4481-83de-3efd18627477,Christopher King,tcarson@example.net,996.35,12-02-2024,Nelson and Sons,phillipsstephanie@castillo-green.com,Netherlands,4.84166E+18,Sep-28,838,1.6.24.131,Tablet,In-store,0
acdfd547-eb6c-4f73-a9ff-07c5d9d084c6,Victoria Harris,conradgina@example.org,52.24,20-02-2024,"James, Morris and Johnson",acampbell@holmes-harrison.net,Belarus,4.65636E+18,Mar-29,401,133.214.130.74,Desktop,Online,1
5422ee5a-c7c3-4376-9284-448334b3a417,Laurie Weber,nblanchard@example.org,566.07,10-01-2024,Gilbert Inc,theresacunningham@sheppard-wells.com,Seychelles,4.0812E+15,Oct-24,367,9.8.44.178,Tablet,Online,1
2f9d22fb-3144-4c1e-ae13-072504666835,Sara Walker,martinlawrence@example.net,427.34,11-02-2024,"Nelson, Browning and Yoder",bradley96@schmidt.org,Tunisia,3.54011E+15,Sep-31,255,175.29.233.178,Mobile,Online,1
7c44cafa-5ac5-4b73-bb14-d8fa9056023f,Maria Thornton,scabrera@example.com,893.37,28-02-2024,"Aguilar, White and Carlson",alicemartin@jones-martinez.com,Saint Martin,6.01142E+15,Sep-32,479,48.182.151.209,Tablet,In-store,0
eb3f4eab-ca53-44a4-a047-686de9936373,Tyler Myers,markjuarez@example.com,162.68,01-01-2024,Hart and Sons,vhill@clark.com,Mexico,3.53842E+15,Nov-25,438,196.47.73.42,Mobile,In-store,1
cb97c92c-5c42-42f4-a7dc-8033f5ac3252,Bryce Russell,rdaniels@example.org,444.31,07-01-2024,Moore-Daniels,lmunoz@conrad-allison.com,Norfolk Island,4.3227E+15,Apr-24,580,134.206.135.248,Tablet,In-store,1
d54ed832-521f-40a4-9a8b-9d793c6e4172,Manuel Taylor,luis02@example.com,854.35,24-02-2024,Roberts-Kidd,keithadkins@friedman.net,Venezuela,4.83829E+12,Jan-30,82,194.186.68.248,Desktop,Online,0
601cc035-e7ff-4b99-81d7-7db1b92ba381,Amanda Castro,mpatrick@example.org,180.24,05-02-2024,Bernard-Hayes,smithelizabeth@ferguson.info,Serbia,4.665E+15,Aug-25,178,100.128.214.159,Mobile,Online,1
a9dbe467-5485-4f7f-8276-3d400d36b370,Nicholas Morris,eschmidt@example.com,22.86,28-01-2024,"Fernandez, Sims and Owens",ihughes@armstrong-parks.com,Cuba,3.54324E+15,Jun-29,0,17.58.48.250,Mobile,Online,0
f71fd933-b1d2-4f1d-acf9-537552b6e61d,Nicholas Miller,victoredwards@example.org,545.33,06-01-2024,Cordova Ltd,jonesrenee@browning-nguyen.com,Andorra,2.25016E+15,Feb-29,4203,189.198.92.31,Tablet,Online,1
b7f56e3c-e24e-4646-b6bd-676478ab166e,Kathleen Smith,joe88@example.net,980.46,28-02-2024,Atkins and Sons,tammy41@marshall.net,Austria,4.11878E+15,Jun-30,617,83.125.144.32,Desktop,Online,1
e29540c9-12cc-4ec4-b291-87c92517e576,Thomas Evans,sarah11@example.com,930.71,26-02-2024,Flores Ltd,juliacook@graham.com,Faroe Islands,2.13104E+14,Mar-30,596,117.177.31.198,Mobile,Online,1
1d45d32f-7d3a-4336-a311-762af35f971b,Charles Roberts,ayersrobyn@example.com,772.85,05-03-2024,"Herring, Mccormick and Miles",reyesconnor@nguyen.net,Andorra,3.54878E+15,Oct-33,948,115.122.122.76,Mobile,In-store,0
6df7c351-5fe7-497a-8b9d-b5c2daf01f89,Sarah Reid,qhendricks@example.com,539.82,14-01-2024,"Blackburn, Henry and Fowler",ronaldmiller@williams.biz,Seychelles,3.54557E+15,Dec-27,244,42.168.96.148,Mobile,In-store,0
b658f80d-9de6-4f59-9f8c-4b6619af9435,Anthony Scott,beckjennifer@example.org,987.41,05-03-2024,White-Wang,jimmy60@cook.biz,Iraq,5.47677E+15,Mar-29,261,14.94.201.188,Tablet,Online,0
9c851f13-5ddf-4a24-adbb-5b0d2da746f5,Matthew Beasley,seansmall@example.org,524.09,22-02-2024,"Miller, Clark and Moran",noblejake@smith.com,Netherlands,2.13138E+14,Oct-31,43,146.64.31.104,Mobile,In-store,0
de28be80-40a5-4c0d-87d4-2dc7b340da93,Christopher Jones,lwerner@example.org,917.66,23-02-2024,"Sutton, Phillips and Carlson",mckinneylaura@dennis.com,Tokelau,4.61006E+12,Sep-25,599,221.43.241.193,Mobile,In-store,0
22ed9b29-0079-4a4f-994c-83c7a159aa00,David Pacheco,brittany51@example.com,684.74,03-01-2024,"Williams, Holder and Gordon",william40@wood.com,Iraq,5.56279E+15,Dec-26,3270,162.251.148.79,Desktop,In-store,1
012e1e0f-4bd5-40ba-a4d5-ce91fb4b575a,Cassandra Lewis PhD,ashley72@example.com,373.2,13-01-2024,Sosa Ltd,colleenvaughan@kennedy.com,Nigeria,6.5764E+15,Aug-25,477,132.231.212.123,Mobile,Online,0
669279db-87a9-4552-a6d4-e5cdba48f3c5,Derek Greene,kwalters@example.com,403.76,03-02-2024,Baker-Leonard,nathan06@newman.com,Pakistan,6.50367E+15,Oct-28,511,73.88.164.184,Mobile,In-store,1
ab78e526-a7c5-4e7f-bafe-da238a4f850e,Erik Garcia,daniel17@example.com,611.8,02-01-2024,"Roberts, Phillips and Mejia",justingalloway@osborn.net,American Samoa,6.75995E+11,Dec-31,549,206.8.126.95,Mobile,In-store,0
b77babae-f047-4e11-99d3-84f0ee786b62,Cindy Fox,pricemichele@example.net,590.53,22-01-2024,"Nguyen, Robinson and Young",paynescott@dillon-murray.com,Cape Verde,5.10341E+15,Sep-27,88,84.87.222.40,Mobile,Online,0
3aa99d09-0110-44b2-b303-a5073f9c38e2,Chelsey Williams,glen70@example.com,243.4,21-02-2024,Krueger PLC,stephanie14@mendez.com,Wallis and Futuna,6.01124E+15,Jul-25,39,222.78.113.52,Tablet,Online,0
6b0cb313-519c-4293-8301-020696f57fdd,Joshua Higgins,andrew52@example.org,886.21,01-01-2024,Colon-Page,anthony78@long.com,Malta,3.0556E+13,Aug-32,115,110.43.145.2,Mobile,Online,0
